review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
Game does not work without workarounds and requires a service that has been discontinued.,89,0,1,0,2,0,2020-12-31,2020-12-31,741,5,15,15
"Dont have much time on pc but played this game on ps3, very fun zombie game. Not your classic RE game but a refreshing game to play if u love the franchise. Also id like to thank the devs for not capping this games fps. I got the game on pc when it went on sale, 8 bucks for the game and all its dlc, to get the game to run you have to uninstall the GWL version it comes with and install the latest one from chrome or whatever browser you are using. As much as i love this game and the resident evil franchise id save this one for when it is on sale as it is very short and mostly played for fun. The story is pretty much an alternate version of the og story where u cover umbrella's tracks and pursue leon and claire. As said it is a short alternate story but the gameplay itself is fun.",788,1,1,0,4,0,2020-12-28,2020-12-29,295,167,369,50
Doesnt not work anymore. It use Games for Windows Live wich is not supported anymore by microsoft. Do not buy.,110,0,1,0,120,5,2020-12-27,2021-02-06,154,20,6129,5955
"First, this uses Windows Live which is not even a viable service anymore.  Forget any co-op--spent 90 minutes applying several ""fixes"" that would allow the game to simply run and when it finally did, we couldn't connect more that 2 players to a squad.  We tried lots of different things and nothing worked.  I received this as a gift and fortunately it was only $6, but it's normally $20 when not on sale.  Definitely not worth this frustration.  Steam should be curating these games and not allowing them to be sold unless the content can actually be played as advertised--that means co-op and not just the single player aspect.  96 minutes of main menu time--worth every penny.....",683,0,1,0,3,1,2020-12-26,2020-12-26,0,12,99,99
Every enemy is a bullet sponge.,31,0,1,0,1,0,2020-12-25,2020-12-25,453,37,275,271
sex,3,1,1,1,3,0,2020-12-23,2023-11-21,252,25,73,73
i like this game . we get to play the bad guys. only bad thing the gfwl file need to be uninstalled and updated.,112,1,1,0,4,0,2020-12-22,2020-12-22,322,16,336,100
"[h1] [i] Interesting direction in terms of alternative story driven to the ground by utterly botched execution  [/i] [/h1]

I really wanted to like Operation Raccoon City but after finishing the campaign, I simply can not recommend it, even if you are die hard fan of Resident Evil franchise. Not only is it an incredible pain in the a*s to make this game functional because of implementation of the infamous and stupid Games for Windows Live, after spending time to make the game playable and ensure that it can actually save the game, you find out it was not even worth it because you get just an average third-person shooter set in alternative timeline of Resident Evil universe (meaning that knowing the story does not matter at all as it is not canon) with really bad mission design, subpar gameplay and shooting mechanics with story that is okay but nothing to write poems about. 

Does that mean the game does not have any saving graces? It does have some - interesting squad system where each member has a different function and who are voice quite well, certain new mechanics such as chance to catch an infection and/or start bleeding and thus attracting attention of zombies and a choice at the end of the story campaign. These, however, are not enough to even so much as balance the negatives so save yourself a hassle, money and buy different RE game.

[b] Pros [/b]
+ Soundtrack
+ Voice acting
+ Alternative setting
+ Choice at the end of the game spices the story up a bit
+ Familiar characters
+ Weapon and skill selection and variety

[b] Cons [/b]
- Poor gameplay and shooting mechanics
- Main story campaign
- Length
- Mission design (especially last mission is incredibly frustrating)
- Unsatisfactory conclusion
- Stupid AI
- Controls 
- Challenge to even get working due to GFWL integration",1811,0,1,0,1,0,2020-12-18,2020-12-18,1685,217,472,472
"I wouldn't risk buying this anymore, I had it working at one point but after repeating the same steps as last time that made it work and not having any luck it's just not worth it anymore. Xbox really dropped the ball and CAPCOM didn't seem to want to try to pick it back up with this one. Shame their even offering microtransaction still considering the heaping mess you have to go through to even possibly play. Great game as one point, still would be a decent game to play if it actually just worked straight through.",520,0,1,0,1,0,2020-12-13,2020-12-13,147,12,37,37
Favorite series and favorite game of the ps3 360 era. Yes it has its flaws but still my fave and it holds a special place in my heart! You do need to mess about with GFWL before you play it and thats why i am not recommending this game but if you can get past the GFWL stuff then by god you will enjoy it!,305,0,1,0,1,0,2020-12-12,2020-12-12,0,12,1096,599
"it works on windows LIVE not steam, LIVE doesnt work, so the game doesnt work. ♥♥♥♥♥♥♥♥. On Top of that you have that dumbass product key, which is stupid as all hell, this is a fun game wrapped up in 3 kinds of incompetence to even get on it.",243,0,1,0,2,0,2020-12-06,2020-12-06,182,136,1420,1278
"Great fun time killing, zombie/merc shooting coop game.",55,1,1,0,1,0,2020-12-06,2020-12-06,0,1,1580,1546
"Simply put, this game does not work.

The forums are full of people having crashes to desktop as soon as they boot the game (which was my case). There is a pinned post from a developer addressing that issue from [b]2013[/b], with a solution that no longer works. That is a well known issue, and it was never patched. The reason you won't find more negative reviews than this game currently has is that you have to play it for 5 minutes before reviewing it, and that is pretty much impossible when it doesn't even run.

Even if you're one of the lucky ones who manage to get past the CTDs, Operation Raccoon City uses Games For Windows Live, which hasn't been supported by Microsoft for a while now. So if your plan is to play it online with a friend, you might find some outdated tutorials on fixing GFWL, but the majority of the comments claim those have been no help for years now.

April, 2023 update: GFWL was removed from RE5. Maybe there's hope I'll purchase this again in the future.",990,0,1,0,18,1,2020-12-05,2023-04-15,497,19,5,5
"It just refuses to boot up. The only reason I got it on steam is because I don't have an XBOX 360 anymore. I generally do recommend the game, but not on PC. Get a ps3 or xbox360 to play it.

Edit: I had found a fix on windows 7 that worked pretty nicely, but trying to get it working on Windows 11 has been impossible. That being said, the 360 version has been backwards compatible with the Xbox One for a few years now.",420,0,1,0,1,0,2020-12-05,2025-01-02,0,2,950,950
i got this game when it was working and wanted to back to it and i can cuz the devs wont fix the and and i think thay shued have to cuz so many paid for it and naw no one can play it and it is still in the steam store to buy,224,0,1,0,0,0,2020-12-04,2020-12-04,382,35,914,793
"Not that smooth had problems with GFWL 
Or something.",53,1,1,0,0,0,2020-12-04,2026-03-17,538,69,141,141
This game deserve more praise. It’s fun addicting and overal an amazing game and I love that it takes place during the third and second game. I just love it and everything about it. I would recommend this to any RE fans.,220,1,1,0,0,0,2020-12-04,2020-12-04,0,1,2277,226
It's a nice game but it is full with bugs. I had to restart the same mission 3 times just because the Sherry wouldn't move,122,0,1,0,1,0,2020-12-01,2020-12-01,138,6,694,540
ehhhh not the best re game 1/10,31,0,1,1,1,0,2020-11-30,2020-11-30,0,33,1047,21
"I honestly can't even get this game to sign me in to my windows live account which is required to get the game to do anything besides boot up. I want my money back, calling this hot garbage after a family picnic on a summer day is too good for whatever this really is.",268,0,1,0,1,0,2020-11-29,2020-11-29,0,13,14,14
"O jogo simplesmente não abre HEUAHUEHAH

Você tenta todo tipo de coisa pra se fazer e nada resolve, então, nem compre kk'

Capcom dando trabalho para os players!",161,0,1,0,2,0,2020-11-28,2020-11-28,0,40,279,267
"Left 4 Dead 2 is that you?

After searching for a halfway decent co op third person shooter game... I always kept coming back here. All of the reviews warn everyone to stay away because of annoying things like GFWL (Games for Windows Live) and the former having a settings.dat file that will auto crash your game on launch like a lot of SEGA games will if you change your display driver. Thankfully half of that battle is over because I did all of that years ago for Lost Planet 2. 

Alright, onto the actual game. 
Resident Evil: Operation Raccoon City is basically Left 4 Dead (Left 4 Dead 2 if you buy the expansion DLCs) meets hero shooter with Currency based unlocks and skills. While you can pick up enemy and player guns, at mission start and on deaths you aren't respawned from leaves you with the loadout you have chosen before the mission start, I haven't seen a side arm drop, but if you have no issue dying and are fine picking up whatever you find on the floor, consider buying one, as most guns don't really come with enough ammo to last you until the next ammo box or crate, and an ammo pile drop rate isn't very high, you might not even have this issue online, but offline, I found myself gravitating towards the Machine gun class because of their huge clip and ammo reserve sizes. 

Gameplay is probably what lured me in the most, along with progression making me feel like I wasn't playing for nothing. There is a fair amount of guns to unlock, 6 players to play as on each campaign I believe, and almost every character has a unique set of passive and active abilities related to their class. Some characters can use infinite ammo for a set time, while others can reduce damage to themselves or an ally for a set time, while others can walk faster or even turn invisible. 
-The RPG style unlock system gives you a lot of reason to keep playing, Found a nice gun on the floor? Died and lost it? Remember the name and save up enough money (EXP it's called) to buy it. Now when you die you just lose grenades and things you picked up during the mission, you also won't have to fight your friends for weapons.

The story, at least from the characters' perspective, makes a lot of sense. Being a mercenary, or what looks like a group of who-evers in the DLC campaign, makes sense. Seeing a group of mercenaries get led on over and over again in an effort to get extracted is a really nice take on people doing questionable things just to go home, and what choices they could make is a very nice take on a co op survival game. 

Mechanically is where the game really drops the champion belt. 
Bleeding attracts zombies, zombies attacking you makes you sick, being sick makes you slowly lose health, and eventually changes you into a zombie. Depending on what shoots or hits you determines your chances of bleeding... Think of bleeding like getting zombie bile on your body like Left 4 dead, zombies will seek you out, try to get you sick, and without a spray skill or specific character skills, you'll die and turn on your teammates 
-The above paired with bad AI teammates and aggressively accurate enemies means that you might be dying a ton on your own, assuming the game is difficult, where the AI on your side might not be tweaked to be useful. 
-Basically at the end stages, you'll be getting hit with that loop happening very often, while you are low on health or ammo, and your teammates died again. 

Some of these controls really suck. The same button that revives teammates, is the same button that picks up ammo, and the same button that has the heel stomp attack when held down. So some of your deaths will just be split second mistakes that had you missing a dive into cover, or getting killed by a turret that makes you bleed, and zombies pop out of nowhere to kill you for having an open wound. And in the main campaign, the last mission is full of that type of chaos. But hey, for 7 dollars with everything it's something I can overlook. 

The formula is very good, but the execution, and the final price leaves this game as something to grab only at times like now, and after you already exhausted the fun out of the title. I see Capcom trying to find the niche to make a crossover game. Where this feels like L4D2, and Resident Evil resistance plays more like a staggered Dead by Daylight. I just hope that if they ever want to do more that they revisit tiles like dragon's Dogma, Lost Planet, and even Devil May Cry. But lets be real, we see how many people still play L4D2, if not for GFWL, maybe people will be more inclined to play this game too. It'll be nice to see more games mix these elements together so nicely.",4653,1,1,0,10,0,2020-11-27,2020-11-27,0,90,1532,1214
"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡀⠀⠀⠀⠀⢀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⡖⠁⠀⠀⠀⠀⠀⠀⠈⢲⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⣼⡏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣧⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣸⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⣿⣇⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⣿⣿⡇⠀⢀⣀⣤⣤⣤⣤⣀⡀⠀⢸⣿⣿⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⢻⣿⣿⣔⢿⡿⠟⠛⠛⠻⢿⡿⣢⣿⣿⡟⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⣀⣤⣶⣾⣿⣿⣿⣷⣤⣀⡀⢀⣀⣤⣾⣿⣿⣿⣷⣶⣤⡀⠀⠀⠀⠀
⠀⠀⢠⣾⣿⡿⠿⠿⠿⣿⣿⣿⣿⡿⠏⠻⢿⣿⣿⣿⣿⠿⠿⠿⢿⣿⣷⡀⠀⠀
⠀⢠⡿⠋⠁⠀⠀⢸⣿⡇⠉⠻⣿⠇⠀⠀⠸⣿⡿⠋⢰⣿⡇⠀⠀⠈⠙⢿⡄⠀
⠀⡿⠁⠀⠀⠀⠀⠘⣿⣷⡀⠀⠰⣿⣶⣶⣿⡎⠀⢀⣾⣿⠇⠀⠀⠀⠀⠈⢿⠀
⠀⡇⠀⠀⠀⠀⠀⠀⠹⣿⣷⣄⠀⣿⣿⣿⣿⠀⣠⣾⣿⠏⠀⠀⠀⠀⠀⠀⢸⠀
⠀⠁⠀⠀⠀⠀⠀⠀⠀⠈⠻⢿⢇⣿⣿⣿⣿⡸⣿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠈⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠐⢤⣀⣀⢀⣀⣠⣴⣿⣿⠿⠋⠙⠿⣿⣿⣦⣄⣀⠀⠀⣀⡠⠂⠀⠀⠀
⠀⠀⠀⠀⠀⠈⠉⠛⠛⠛⠛⠉⠀⠀⠀⠀⠀⠈⠉⠛⠛⠛⠛⠋⠁⠀⠀⠀⠀⠀",464,1,1,0,3,2,2020-11-26,2020-11-26,684,54,447,447
https://steamcommunity.com/app/209100/discussions/0/5087338135420342259/,72,1,1,0,0,0,2020-11-26,2020-11-26,0,60,808,205
"This game is good. Very good, but stupid Windows Live service ruined it to sh*t. Only because of this i refund it. I log in and i get infinite loading to service. THANK YOU MICROSOFT.",183,0,1,0,1,0,2020-11-25,2020-11-25,167,2,22,22
"Look, I am not the biggest fan of this game, but I did enjoy the multiplayer aspect of it a lot. Unfortunately, not many people are playing it regardless, so no real point in trying to get back into it. On top of that, another reason why so many people aren’t playing it would be because of how broken the game is because of Windows Live service. Seriously, trying to get passed it is a challenge in itself and actually trying to play the game is near impossible. Yeah, this might be a bad game, but it’s made even worse by Capcom’s decision making.",549,0,1,0,2,0,2020-11-19,2020-11-19,0,2,10,10
"In one word : trash.
Let me elaborate : calling Operation Raccoon City a big pile of steaming ♥♥♥♥ would be an understatement and an insult to actual ♥♥♥♥. Few are the games that made me stop and ask myself wtf am I doing with my life. There's no way to sugarcoat it. I'm actually dumbfounded reading the few positive reviews praising the game here, did we play the same game ?
First of all, Game for Windows Live. Making the ♥♥♥♥♥♥♥ thing work is an adventure in itself. Some companies did the effort to patch that plague off when it died, but nah Capcom too busy making money (not that the game is worth the effort anyway). 
Secondo, the whole actual game.
Lot of weapons but not really, they mostly all feel the same, they all feel weak. The ennemies are bullet sponges and you run out of ammo pretty often.
Do you wonder how many anti-material rifle bullets are needed to down a single generic soldier ? Between 3 and 5 to the head, according to this game.

Let's talk about AI, zombie AIs are ok I guess, they seem lost most of the time but the sheer numbers alone makes it ok. The ennemy soldiers are aimbots on top of being bullet sponges, there are two sections on the ""Echo Six"" campain where it is just impossible to complete, no matter how many times you try. The first section is in a museum, the door magically closes behind you (no explanation about that) when you enter a small room, and a tons of soldiers comes out from everywhere, all locking their aims at you. Not a single place to take cover, you can't backtrack, you can't run through, you just die over and over again. If you manage to kill some, they respawn in a tiny room and all come out from the same door like clowns from a car. 
The second one is in an alley with soldiers behind a barricade on the far end with two automated machine gun turrets. You are supposed to pick them off from a distance with a sniper while being harassed by zombies and staying hidden from the turrets, that in itself is hard but not impossible. But here comes the catch, you gotta actually go up the alley, go behind the turrets to deactivate them. As soon as you leave your cover, both of the turrets immediately locks down on you and guns you down. And just in case you actually manage the impossible and get to the turrets in order to disable them, around the corners are more soldiers waiting for you to stop you from getting to the turrets. I'm pretty sure even the devs did not take the time to test it out, can't blame them, they probably already knew the game was beyond redemption. Granted I played only on the hardest difficulty so perhaps it's a lot more manageable on easier difficulties.

Your bot-friendlies are virtually useless, just pure brainless cannon fodder, they are incapable of resurrecting allies and they can't see things beyond 10 meters. Most of the time they run around like headless chickens up until they accidentaly run in front of your aim at the right moment and gets their head blown. Speaking of resurrecting allies, who's the genius that tought it was a brilliant idea to bind the same button to pick up a weapon and resurrect an ally.

Pre-rendered cutscenes are corny but ok.
Music, generic, bland, not a single one will land, except perhaps the main menu theme which is the most decent one.
Story, I finished the game a few hours ago, so uninteresting I can't even remember it.
Collectibles, useless waste of time, too many of them, not even hidden, just another souless checkmark in the content table.
Multiplayer is dead, I bet my left nut it died stillborn. 
Downloadable content is overpriced, 20€ for some short ♥♥♥♥♥♥ campaign with unlikable bland characters and 13€ for more ♥♥♥♥♥♥ weapons and useless costume packs.
If you were to buy the complete game it would cost you 37€. Do yourself a favor, go find your local crackhead and give him that money instead; he'll find a wiser way to spend it and you'll probably avoid wasting around 20 hours of your life, win-win scenario.

0/10 eatshit Slant Six. No wonder you went bankrupt the year following that game's release. Good riddance.
And ♥♥♥♥ you Capcom for trying to charge 37€ for that terrible mess.",4158,0,1,0,1,0,2020-11-15,2020-11-15,0,12,1002,1002
I do recommend this game but on PS3 or Xbox 360 but not on steam every time you go to play it you have to reinstall it and start over from lvl 1 so i just wouldnt do it I spent $45 to get everything cuz i really liked the game but now i'm trying to get a refund cuz whats the point of having a game you have to redownload and start all over,340,0,1,0,1,0,2020-11-13,2020-11-13,0,5,91,91
it's fun only when playing with friends...,42,1,1,0,1,0,2020-11-10,2020-11-10,158,178,711,623
"This game had potential, but it's just so bad. It's more fun to play then RE5 and RE6, when its mechanics work but thats probably only fifty percent of the time. Not to mention getting this game to run is an ordeal. I might be able to recommend this if it actually worked, both literally and metaphorically.",307,0,1,0,2,0,2020-11-07,2020-12-08,0,238,596,96
"Does not run on Windows 10. You need XLive.dll.
Game sucks. Too hard, most of the game no Zombies, but soldiers to fight.",121,0,1,0,6,0,2020-11-07,2020-11-07,0,276,15,15
"Resident Evil: Operation Raccoon City-Its fun to play as the bad guys

I personally enjoyed this one seeing your actions in a different perspective as Raccoon city burns is awesome 

+Pros
Awesome atmosphere+
Vector+
Lupo's Booty+
Seeing the events in Resident Evil 2 and 3 from a different point of view+
fantastic gun sounds+
Great soundtrack+
Seeing all previous RE enemies+
 Short and sweet+
HUNK+

Cons-
Need GFWL to play the game which is ♥♥♥♥♥♥♥♥-
Most common enemies are absolute bullet sponges-
Really bad checkpoints-
Infected mechanic is total bull -",561,1,1,0,0,0,2020-11-06,2020-11-06,456,161,275,275
Don't know why people are bad rateing this cos i played it with 4 other players and we all think its a great game to have a laugh on it. defo a must have if you are a Res evil fan.,180,1,1,0,3,0,2020-11-06,2020-11-06,120,8,26,25
"Requires Windows Live for online play.
Has a limited password count so if your password is long you can't log in.
You're unable to use Steam for online play and if you're not logged in to LIVE you can't play online.
Any online session is set to ""public"" and doesn't seem to be lockable.

Don't buy!",298,0,1,0,1,0,2020-11-05,2020-11-05,0,350,8,8
Haven't been able to play. game doesnt work.,44,0,1,0,1,0,2020-11-03,2020-11-03,0,2,1236,687
Probably the worst four hours in my entire life.,48,0,1,0,8,0,2020-11-03,2020-11-03,653,85,250,250
"Please for the love of God do not be the friend to suggest this to your group

You will not have friends anymore",112,0,1,0,8,7,2020-11-02,2020-11-02,337,40,169,169
They need a 4 player DLC for this. Would really be a great game to replay over and over with various friends. Otherwise it's a nice stand alone for anyone getting to see/hear/play everything experienced in Resident Evil 2.,222,1,1,0,1,1,2020-10-30,2020-10-30,604,107,679,679
"Absolute Garbage.
Before I mention anything else, why is this game using the defunct Games for Windows Live service in 2020, making even starting the game a extreme hassle in the first place? Either patch it out or don't sell a faulty, bugged service based drm game. If you do get lucky enough to bypass it without using the guides and starting the actual game, you still need the service to save the game, so no saved progress for you! 
Now the actual game itself:
It sucks.
The AI is moronic, shooting thin air and collecting bullets like a target range dummy. The squad mates are more a burden then anything else. The bigger enemies such as G can pin you in a loop, where you get knocked down, and before you get up, pinned in another knockdown animation until you die. One time, my character would get knocked down, and teleported back into the animation loop. 
Don't buy this game, period, not even on sale, its a awful, buggy, blight on the resident evil franchise. If you want a action based RE, pass on this disaster and get RE 6 instead",1045,0,1,0,4,1,2020-10-30,2020-10-30,520,78,61,61
10/10 This game is awesome me and my friend Aaron love it!!!,60,1,1,0,3,0,2020-10-30,2020-10-30,0,2,266,266
"Doesn't work on steam. Don't bother, don't waste your money.",60,0,1,0,2,0,2020-10-30,2020-10-30,189,35,2564,1931
"i liked how this game had so many options character wise. weapon wise, and how it gave resident evil a new perspective, when it comes to the raccoon city incident. and i love the fact your apart of a tactical group, its refreshing in my opinion and one of my absolute favorite resident evil games",296,1,1,0,5,0,2020-10-23,2020-10-23,0,3,1239,807
"This isn't a great game, it doesn't innovate, it isn't really faithful to the franchise, that said I enjoyed it. The game is pretty simple pretty easy to understand the classes and break the game a bit with each. It can be a fun silly game with friends with the 4 person co-op. It's like a baby hero shooter. If you get a good sale and a good buddy to approach it with, it can be worth the cost of purchase.",407,1,1,0,1,0,2020-10-20,2020-10-20,0,67,2197,2186
"This game has a difficulty curve and is not a horror game by any means. This doesn't mean it is a bad game. It covers a great part of the RE Lore. Do not let the Game For Windows problems discourage you. It is very well worth your money, especially if you can play with friends.",278,1,1,0,0,0,2020-10-20,2020-10-20,0,6,710,391
"Can't even ♥♥♥♥♥♥♥ play it cause it won't even ♥♥♥♥♥♥♥ load, and I have try everything to nothing.. this is ♥♥♥♥♥♥♥♥. I'm ♥♥♥♥♥♥♥ done with it.. Just gonna eat the money I spent on this ♥♥♥♥♥♥♥♥.",195,0,1,0,6,1,2020-10-19,2020-10-19,144,24,657,656
"You know, I gotta say, on my RE3 review, I stated there was no spin off of the RE series I liked. Well, I now have to correct that statement. Operation RC, is fun! Dumb fun, but fun none the less. I don't what it is, but the fact you get to see both sides of the story as the outbreak is happening, and what Umbrella was up to during this time, is exciting in its own way. 

The game takes you across several levels throughout Raccoon City. From the flipped cars on fire streets, to the Nest itself. It gives longtime fans something to appreciate because it pretty much touches base on the all historical locations the series has taken place in. From the police department, hospital, and Dead factory. Of course the layout is different, but it allows this run n' gun, cover shooter shine! On top of that, we even run into main characters from the RE series during their outings through the city. Operation takes place during the events of RE2/3. We speak, and work with, these characters in some missions. Although brief, I really appreciated this! It was fun being on the other side fighting, or teaming up, with the ppl we have played as up to this point in the series. 

As stated, you go in as an Umbrella operative team, on multiple missions to assist Umbrella in covering up their wrong doings. The story is interesting, but does end abruptly. I know this game was not trying to win any award in this regard, but I still wish it was given more time. There will never be a time you're lost with what is going on, but still, I was interested in knowing more.   

You have a decent selection on characters, all with their own unique skill set. If you get the DLC, you will gain access to a new team, but the special abilities stay the same. Find your favorite, upgrade them, and take them through hell and back to try to either, destroy, or save, Raccoon city. After every mission, of course, you get scored on how well you did. There are multiple objectives, from time, to the amount of collectibles you found. All of this tally up, and give XP. XP is spent on unlocking, then upgrading abilities, or weapons. I never counted, but there has to be at least 30, maybe 40 weapons. A great selection to choose form. 

This is actually why I bought the game again, outside the $5 price tag for the complete edition, Operation RC, was one of the very few games I actually played when I was younger. I remember the game had great atmosphere, and the guns didn't sound like pea-shooters. Shotguns, assault rifles, pistols, all have their distinct sound, which I highly appreciate. I am not sure why other Devs have not figured this out? If the guns sound terrible, it takes the pleasure of using it away, imo. But in Operation, unloading a magazine and watching limbs get cut off enemies, head shots blew their heads off, all mixed into a hectic time trying not to be overwhelmed, is an exciting time! I am just glad I was able to capture that again. I was worried the game would turn out much worse, but I am happy to say, it is as I remember. 
Also, just walking / running around sounds good to me. They took their time here, because running on concrete, dirt, gravel, all have their different sounds. And my favorite, is the sound of bullets flying by, and or striking something around you. It helps make it feel more realistic, and grounded, although zombies are trying to bite your face off. 
The only thing I thought was kind of lack luster, was the soundtrack. Not the worst, but you most likely will not even notice it as you play. I turned it down so I could hear my surroundings more. 

The graphics, although dated, to me, still look crisp and hold up. You may know this already, but the screen shots on Steam, do not do it justice. So when I booted it for the first time, I took the time to look around and was happy it wasn't too dated. I am not the biggest on graphics, but I enjoy them when I get them, and I do have a standard. Luckily Operations passed with flying colors! 


Issues,
1. Now, I am not going to lie.... there is some jank.. When it comes to cover, it is old school tactics. Just push forward onto the cover you're trying to hide behind. Issue is, when you do NOT want to cover, but do so anyway. Don't get me wrong, I easily adapted to this, and found my balance, but I know, this will annoy others. 
2. The AI, acts like you would expect from a game this old. Not the worst, but nowhere near the brightest. 
3. You, for some crazy reason, cannot upgrade your team. So as you progress, they, stay the same. Even if you go under X character, and upgrade them, they do not take that into the missions. I think this was to make online more needed then it should be. Obviously you can still beat the game, but this bothered me quite a bit. 
3. STUN LOCK HELL!! Hunters, and Mr T, can knock you down, and if your squad isn't around, or dead, good luck. I always got away, but not before 2/3 hits are in. 

All in all, Operation does feel older, as it is, but still holds up. I had fun! And with the DLC included, you basically double the campaign length. Seeing the Umbrella side is interesting as I stated, just wish more time was given to flesh it out. The sound effects this game has keeps you grounded, and makes it feel like a zombie infested war. I do not want the series to go into this run n' gun genre, but as an outing, does a great job!",5370,1,1,0,0,0,2020-10-18,2020-10-18,0,199,1157,1157
Waste of money and time.,24,0,1,0,4,0,2020-10-17,2020-10-17,0,17,1443,1443
"broken. do not waste money, it will not run if you buy it on steam, just pirate it or something",95,0,1,0,1,0,2020-10-01,2020-10-01,0,40,5,5
"EDIT:

""Oooh, seeing an operating table gets me excited""

After my childish antics and moaning and repeative ♥♥♥♥♥♥♥♥, spontaneiously - I was able to get the game and GFWL to work by using my hotspot of all things. Also, many thanks to the numerous guides and links provided by the community to help this game to get going.

Upon actually playing it again with a friend, I was reminded of how this game was actually a lot of fun with company and also its immense impact on my sexuality.

Back in the day, I constantly coomed to Bertha and I still have a thing for women with blonde hair, germanic features and accents, tight braids and black leather - as well as masks.

This game not only made me a sexual deviant when I was younger, but also made me wish someone like Bertha would crush my balls. 

Its aged surprisingly well despite the IMMENSE jank. Its huge fan service to true fans. HUNK has a speaking role even.

If you can put up with the monolithic, ♥♥♥♥ shrinking - ball busting ♥♥♥♥ to get it running and compatible with online play, it is a fun romp for a few games wiht a bucko. 

------

[ORIGINAL REVIEW]

Unplayable without needlessly installing literal garbage like Games for Windows Live on your computer. You'd be better off directly injecting used heroin needles into your arms than to try and get this game working on PC.

Do yourself a favour and get a console version. This game was obviously never intended with the PC community in mind and the fact that Capcom has not bothered to give it any support or remove GFWL means that they consider this a mutant, disgusting fetus unfit to live. I'll inevitably playthrough the campaign once or twice for nostalgia but it is not worth the effort trying to get this to work to play co op with some friends.

I rather insert shards of salted broken glass underneath my eyelids, huff septic tank fumes and smear urine butter on open, festering wounds.",1916,1,1,0,0,0,2020-09-30,2020-10-01,587,211,687,23
"I know people have been complaining that they cannot play this game but it is playable you just have to delete the GFWL and download a different one so the game can become playable I watched a video from youtube and was able to play the game and I helped a friend out as well so don't lose hope. 

https://youtu.be/mdb325EO_lA
 here is the link to the video to make the game playable your welcome.",397,1,1,0,0,0,2020-09-29,2020-09-29,0,2,1503,912
"This game is really good for the fans of the Resident Evil Saga and the best part is that you can play the entire campaign with up to 4 players(Public or Friends) and each one select a variety of characters. Also have some multiplayer game modes that are fun. !!ADVERTISING!! YOU NEED TO HAVE GAMES FOR WINDOWS LIVE INSTALLED ON THE PC TO USE THE ONLINE FEATURES. On YouTube are some videos that can help you how to install GFWL(Games For Windows Live). Last thing, if you Sign In to your GFWL account inside the game and the you see that the LOADING of your account takes too long time JUST WAIT LIKE 20 MINUTES and he will starting to download your Windows Live profile(This thing take like 2 hours to download but to some peoples this take just seconds). I hope this information will help you.",796,1,1,0,0,0,2020-09-28,2020-09-28,0,3,327,184
Does not let you save the game or let you play online with others straight from the install.,92,0,1,0,0,0,2020-09-28,2020-09-28,0,21,4618,4617
"So, This is a HOT TAKE but i don't care lmao. I love this game. Even though its not the best I had a ton of fun with it on Xbox 360 with friends. Its actually really easy to fix to work on PC. Basically the easy way to explain it is, Windows 10 has games with windows installed but that version doesn't even work with windows 10. You have to uninstall what they have installed and install a different version of games with windows. Online still works and everything so you can play with friends. This is the video I used to fix it. It does work and the fix takes only a few minutes. Buy Resident Evil ORC and enjoy it with friends! https://www.youtube.com/watch?v=mdb325EO_lA",675,1,1,0,1,0,2020-09-28,2020-09-28,0,5,636,184
"The game is playable with some tideous GFWL hacks. It's a 6/10 game overall, but 2/10 RE game.",94,0,1,0,1,0,2020-09-27,2020-09-27,755,8,25,25
This game is extremely underrated. but i love it! 10/10/,56,1,1,0,1,0,2020-09-27,2020-09-27,0,1,6946,699
"Despite the bad reviews, I find this game quite fun. BTW, there is a common bug, I cant progress the DLC missions",113,1,1,0,2,0,2020-09-26,2020-10-05,0,68,609,609
:),2,1,1,0,1,0,2020-09-26,2020-09-26,0,18,1011,655
