review,review_length,sentiment,purchased,received_for_free,votes_up,votes_funny,date_created,date_updated,author_num_games_owned,author_num_reviews,author_playtime_forever_min,author_playtime_at_review_min
"Unfortunately, I had a horrible experience with this game. Specifically, this port of RE3 Nemesis crashed at least six times and constantly froze. It is unlikely I will purchase the other Resident Evil originals due to my experience with this one.",247,0,1,0,1,1,2026-04-17,2026-04-17,0,5,346,346
"[h1] Mixed Feelings [/h1]
[u] 8/10 [/u]
RE3 has left me with mixed feelings. I absolutely adored the first half of the game. Running through the streets of Raccoon City as the Nemesis is constantly breathing in your neck is one of the highlights of the franchise. Speaking of that area, that's where you can also find some of the best puzzles, level design, encounters and atmosphere in the entire franchise, truly unforgettable experience. The second half of the game left a bad taste in my mouth however. From the moment you take control of Carlos, everything starts to fall apart. Environments, enemies and tasks become very repetitive. The puzzles get progressively worse as most of them from that point on are the 'Press Random Buttons Untill You Figure Out The Pattern Or Accidentally Complete The Puzzle' type. The entire 'Carlos' section is a pace killer. The final area of the game is completely unnecessary, and it's just there to drag out. The final confrontation with the Nemesis is indescribably awkward and frustrating. All of those issues might not be a big deal if isolated, but stack them up, and they make a ten out of ten game go down to an eight. It's a shame really, because if the second part was as good as the first, RE3 would have easily been my favourite in the franchise. Either way, the original is infinitely better then the Remake in every regard, except of course in graphics and audio quality. I would still recommend playing both versions however, as they are fundamentally different games and offer very different experiences.",1560,1,1,0,7,2,2026-04-17,2026-04-24,363,75,571,571
One of the best if not the best Resident evil title.,52,1,1,0,1,0,2026-04-17,2026-04-23,0,35,764,764
"⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ – 10/10

Resident Evil 3: Nemesis is a game that marked my childhood. I got a PS1 from my father in 1999 when I was 5 years old—man, I will never forget that day. I used to have a Mega Drive, and then I got a PS1. From the Resident Evil franchise, I first played RE2. In 2000, it was my first time playing RE3: Nemesis, and I can tell you—this was one of the best games I ever played on the PS1.

I loved this game so much. Even though I was a kid and scared of Nemesis, I still thought the game was absolutely awesome—and I still do. A villain like Nemesis stays with you for life, and I can honestly say they had never done anything like that at the time. Even though RE3 never received the attention it deserved from Capcom—even in the remake—this game will always be my favorite in the franchise.

I’ve played all the main Resident Evil games, and I can tell you: RE3 is the best for me. What I felt the first time I played it, I’ve never felt again with any other game. The urban, apocalyptic atmosphere, and the fact that Jill survives in an even more hostile environment than Leon faced shows how she will always be the best protagonist in the franchise—even though Capcom seems to favor Leon.

An amazing, incredible game.

P.S.: It could have been better optimized and with improved graphics. Many emulators can achieve better visuals than this. I understand Capcom wanted to bring the game back for nostalgia, but it could have come with better graphics.",1475,1,1,0,0,0,2026-04-17,2026-04-17,231,18,1031,203
Pairing this game with a HD retexture is recommended if you can't stomach the old (but charming) visuals. I was only gonna mess around with this game for a bit just for nostalgia but I ended up getting really into it again and really enjoyed my time back in RE3. This game really didn't get done justice by the remakes and if you liked the remake but never tried out the original please give this version a go!,410,1,1,0,0,0,2026-04-17,2026-04-17,498,17,1345,1345
Very good!,10,1,1,0,0,0,2026-04-17,2026-04-17,0,17,69,69
"mid, re2 OG is better, this game is too old to have a stalker following you and the controls are so buns. I would recommend to a friend.",136,0,1,0,0,4,2026-04-17,2026-04-17,0,5,917,787
F*** [spoiler]the clocktower fight[/spoiler],44,1,1,0,0,0,2026-04-17,2026-04-17,184,1,477,315
7/10 [Good],11,1,1,0,0,0,2026-04-17,2026-04-17,0,108,446,412
"prime jill and the better nemesis, this game is infinitely better than the remake.",82,1,1,0,42,3,2026-04-17,2026-04-17,156,4,15,15
original carlos > remake carlos,31,1,1,0,1,1,2026-04-16,2026-04-16,188,26,702,702
9/10,4,1,1,0,0,0,2026-04-16,2026-04-16,0,82,56,56
Great to see a classic come to steam,36,1,1,0,0,0,2026-04-16,2026-04-16,0,1,990,253
good,4,1,1,0,0,0,2026-04-16,2026-04-16,0,1,595,506
"This game is very special for me because my first Resident Evil Game & i m first time meeting PS1 Resident Evil 3 Nemesis and very happy now because back to the game and playable now. I m advice this game because atmosphare, sound, game music very nice , your feeling alone in the game atmosphare, inventory, puzzle, how to survive the game inside thinking, and Nemesis etc…

And i forget Resident Evil Outbreak File# 1 & Resident Evil Outbreak File# 2, Code Veronica X, Dead Aim Bring Back Capcom",497,1,1,0,2,0,2026-04-16,2026-04-16,0,24,2629,1142
the best resedint evil game,27,1,1,0,2,0,2026-04-16,2026-04-16,0,3,669,383
yes,3,1,1,0,0,0,2026-04-16,2026-04-16,103,18,626,626
"I love how peepz complaining about DRM, pixilation, and control mapping have never once played this game before 2000. It's fine. My only gripe is that it gives you Mercenaries and all of Jill's costumes off the bat. Kids, you had to earn that by beating the game multiple times or get gameshark. The control settings are the literal GC controls, get gud.",354,1,1,0,1,0,2026-04-16,2026-04-16,0,1,230,56
love the remake for what it is but this is leagues better,57,1,1,0,0,0,2026-04-16,2026-04-16,82,46,429,230
the best one,12,1,1,0,1,0,2026-04-16,2026-04-16,383,10,530,530
"a different game from a different era.

could be fun but just not a game for me. 

either you run away and save your ammo, or you master dodging and save your ammo.

either way, when you see a zombie you are not suppose to shot... defeats the purpose of having a gun in the first place.",286,1,1,0,0,0,2026-04-16,2026-04-16,0,146,669,152
Resident Evil 3 Nemesis (1999),30,1,1,0,0,0,2026-04-16,2026-04-16,0,7,674,177
"Don't get me wrong, I love the game but you're better off emulating from the PS1. If you still want to buy it, then activate steam input and select some of the cool templates from the community",193,0,1,0,4,0,2026-04-16,2026-04-16,188,21,89,52
i'll give you s.t.a.r.s,23,1,1,0,1,0,2026-04-15,2026-04-15,102,2,707,707
If you like RE this is a nice blast from the past once you get used to the controls its a great game,100,1,1,0,0,0,2026-04-15,2026-04-15,0,21,338,150
Great game,10,1,1,0,0,0,2026-04-15,2026-04-15,0,14,421,421
"There was this big guy following me, I tried to say hi but he pulled out a bazooka.",83,1,1,0,1,1,2026-04-15,2026-04-15,0,8,321,207
yes,3,1,1,0,0,0,2026-04-15,2026-04-15,0,66,607,265
"Writing this as someone who has never played the original, but have played everything after OG re4 I got to say this is my favorite by a mile. I never got to experience these style of re games since I didn't grow up with a ps2 but damn was this fun. I also never understood the hate for re3 remake until playing this. I recommend anyone who never played the originals give the og trilogy a try, they are amazing. As for all the complaints I've seen I don't really understand it since this was my first time playing these.",521,1,1,0,1,0,2026-04-15,2026-04-15,0,9,1574,1574
"This is better than re3 remake tbh, but what makes this fun, is the amount of zombies there is. it makes the game more fun.
RE3 remake has all that good graphics and all but. this is the best original resident evil game.

OVERALL: 9.3/10",240,1,1,1,2,0,2026-04-15,2026-04-15,0,133,20,20
"as childhood i was very scared of that thing but now im ready to face that fear (maybe?)
overall are nice but little problem sometime start the game cant press any button i have to restart many time til it work normally",220,1,1,0,0,0,2026-04-15,2026-04-15,67,4,250,250
"Way better than the heavily cut down ""remake"" we got.",53,1,1,0,0,0,2026-04-15,2026-04-15,0,288,28,28
Gorilla with a rocket launcher loses vs 1,41,1,1,0,0,0,2026-04-15,2026-04-15,234,6,372,372
Now i know why capcom wanted to bury this game :D,49,1,1,0,0,0,2026-04-15,2026-04-15,0,21,516,392
"Very pleased the OG trilogy is on steam for others to enjoy. Fantastic games and hope they enjoy, frustrate, and scare many more players!

Firstly, I brought the OG trilogy on GOGs when they got released. I've played through RE1, think I played a good chunk of 2 (?), but for whatever reason RE3 would have complications. I would get it working for a short while but when I went to load back up on the same settings, nothing. I brought the RE3 Steam copy and it loaded, no issues, on my steam deck! Very happy! All I really did was have to map the controls and I found someones Reddit for recommendation on that, and change the scaling on my steam deck to fit and presto; I was able to get my ass beat by nemesis over and over and over again.

My favourite resident evil game, so fun and so much to explore! Plenty replay-ability with trying to view the different endings and all the different cutscenes (I saw a couple of cutscenes that in my 25 years of playing this, I hadn't seen!) and the fun little introduction of The Mercenaries! Highly recommend, more so if you have only experienced the remake! 

10/10 from me! Challenging but fun, good balance of survival horror and action, great characters, and one of the best rivalries; Jill Valentine Vs nemesis!!!",1264,1,1,0,0,0,2026-04-15,2026-04-15,0,11,427,426
"1) Extra DRM that it doesn't need
2) No button settings and for some reason the buttons aren't even the default ones from the other 2 games, and there's no pause button set.
3) The resolution setting is useless as the game runs in a small square on the screen surrounded by a black background. 
4) No cloud for the save files.
5) Sometimes the audio only plays on the right side and it even feels like it's looping from certain points it shouldn't.
6) Just like with RE2, sometimes while aiming Jill starts spinning.

My favorite game from the trilogy and it's the one released in the worst condition on PC.
Capcom, first you made that garbage of a remake, if it can be called a ""remake"" and now this? It seems you guys enjoy watching RE3 fans suffer.",751,0,1,0,4,1,2026-04-15,2026-04-15,83,38,16,16
"1 hour later and i couldnt stop playing, i got lose in time that i brought all my memories in one set
one of my fav memory, Nemesis is still scary and one of my fav monsters",173,1,0,0,1,0,2026-04-15,2026-04-15,0,16,225,94
"You like Capcom?

Their early work was a little too ""early PS1"" for my taste. But when Resident Evil 2 came out in '98, I think they really came into their own, commercially and artistically. The whole game has a clear, crisp gameplay loop, and a new sheen of consummate professionalism that really gives the game a big boost. Resident Evil has been compared to Silent Hill, but I think Resident Evil has a far more gory, campy aesthetic. In '99, Capcom released this; Resident Evil 3: Nemesis, their most accomplished game. I think their undisputed masterpiece is Nemesis himself, a pursuer so scary and oppressive, most people probably don't finish the game. But they should! because it's not just about the pleasures of resource management and the importance of killing zombies. It's also a personal statement about the game itself. 

Hey Nikolai!

P.S. the controller mapping is awful. Press F1 while in-game to rebind your controller. Also, the DRM, while a baffling decision to have on a game made in the late cretaceous period, isn't really noticeable (to me at least).",1076,1,1,0,2,0,2026-04-15,2026-04-15,0,9,756,544
Better than the remake in every way.,36,1,1,0,4,0,2026-04-14,2026-04-14,256,39,506,506
"great game if it works. Unfortunately it crashed frequently when minimized or controller doesn't get recognized (Dualsense). Ist works most of the time and you will have a great time if you can ignore or fix those issues, but I do not want to recommend it until it's fixed.",273,0,1,0,9,2,2026-04-14,2026-04-14,1533,157,677,339
"Resident Evil 3 flips the narrative for a more action horror, creating a consistent cat and mouse chase between the Nemesis chasing Jill (You) chasing the way out of Raccoon city",178,1,1,0,0,0,2026-04-14,2026-04-14,187,17,328,328
I love classic RE games first time playing this one played the re make enjoyed it and im really enjoying this one i started my first playthrough on hard mode and its definately been a challenge so far getting use to the controls and the dodge mechanic. but overall 10/10 would recommend fire game,296,1,1,0,0,0,2026-04-14,2026-04-14,0,4,901,271
fun,3,1,1,0,0,0,2026-04-14,2026-04-14,0,151,556,277
"It's a very rewarding game. Some parts are hard, but it is super rewarding. it is a great game 8.9/10",101,1,1,0,1,0,2026-04-14,2026-04-14,0,3,839,839
"I remember being 13 and terrified of the Nemesis popping out when I'd least expect it. Had to turn off my PlayStation a few times ('window' part, yes). Holds up after these 27 years much like the other two OG games do. The revisit of the atmosphere and ambiance of Racoon City is still just as amazing. Like the other OG RE games, it's been a fun ride replaying these all over again. It's also amazing how solid the music is also after all this time. 

Felt this was peak for RE back then even with Code Veronica and Zero around the corner. Wasn't until 4 I really felt I dove deep into this series again. Then didn't again until 7.",632,1,1,0,43,1,2026-04-14,2026-04-14,615,175,551,551
"It's not exactly a polished masterpiece, but its rough, unrefined tension gives it a unique edge, and even in 2026, its uneasy atmosphere still hits hard.",154,1,0,0,28,0,2026-04-14,2026-04-14,2669,1483,735,735
Joya 3,6,1,1,0,0,0,2026-04-14,2026-04-14,94,35,506,499
"The G.O.A.T.
♥♥♥♥ the remake and let's pretend it never happened.",65,1,1,0,1,1,2026-04-14,2026-04-14,506,12,820,820
This is my Reqiuem,18,1,1,0,0,0,2026-04-14,2026-04-14,302,47,273,197
"it's scary but this game keeps crashing. out of all the re games i played (RE1R, RE2, RE2R, RE4R, RE Requiem), this feels the scariest because of the anticipation for nemesis. capcom, steam, please fix the crashing.",215,1,1,0,3,0,2026-04-14,2026-04-14,0,7,270,230
Ohh re3 remake what you could've been </3,41,1,1,0,6,0,2026-04-14,2026-04-14,165,5,531,531
The best resident evil game,27,1,1,0,2,0,2026-04-14,2026-04-14,208,8,757,708
STARS,5,1,1,0,2,1,2026-04-14,2026-04-14,79,15,357,357
Finally can play the original for a fair price works pretty good,64,1,1,0,1,0,2026-04-13,2026-04-13,0,10,4216,2401
"perfection 3 made manifest 

remove DRM tho",43,1,1,0,0,0,2026-04-13,2026-04-13,395,5,814,540
honestly still amazing the vibe the tension nemesis chasing u it all hits the same brought back so many ps1 memories pure nostalgia,131,1,1,0,1,0,2026-04-13,2026-04-13,81,2,396,357
"Since I played it like a hundred times before and nearly speedran it this time, still was just as excited as always. 
I'll just leave a list of advantages for you.

- Sort of fast pace for such a game at the time of release. Much faster than RE2 (both og and remake).
- Emphasis on city exploration rather than just ""I need to run from point A to point B"".
- Speaking of the city, behold devastated Raccoon City first hand while having time to actually look at it.  
- Simple but still fun puzzles.
- Replay value. Aside the fact you might simply miss some items/weapons (and sometimes even lock yourself out of them because of your decisions), you may also visit key locations in different order, prompting a ""random"" event to happen. You also might get different endings depending on your decisions (including an extra boss-fight).
- Good old sudden ""oh shi--"" moments when you don't expect them.
- Sexy low-poly Carlos lol.
- Fun mercenaries mode. WIth unlockable things for the main game.
- Oh yeah. Nemesis. OG version doesn't screw around. Remember you could just hide from Tyrant behind a door? Please try and do that, I dare you.
- Nemesis again.
- Menacing Nemesis.
- Unstoppable Nemesis.
- Nemesis doesn't give up.

...And I forgot where I was supposed to use the crank, it remained in my storage for a full playthrough unused.
Too bad R3make got butchered this bad, we could have a really awesome game.",1413,1,1,0,6,0,2026-04-13,2026-04-13,588,1,523,318
It was tooooooooooooooooooooooooooo gooood for it's TIME,56,1,1,0,1,0,2026-04-13,2026-04-13,0,1,1208,280
One of the best re games love it. So much better than the demake garbage,72,1,1,0,4,0,2026-04-13,2026-04-13,97,70,258,19
"I was praying that the classic RE trilogy came to Steam, especially as it's the 30th anniversary and was bummed on the actual day when there was radio silence on anything RE. Then on the morning on April 2nd I opened Twitter and saw tweets about RE being dropped on Steam - and I legit thought it was some late April Fools joke but ofc I went for the bait and it was true!!! Ofc I instantly bought the trilogy. I have these releases on GOG and actually first time dove into RE1 and RE2 and thought they were so much fun.

Now RE3 has always been a special game to me as it was the 2nd RE game I played way back in 2012/13 after finishing RE4 (Gamecube) on my Nintendo Wii and I loved it as a kid and always placed it as my 2nd fav of the franchise until I played the remakes of RE1, 2 and 4 that is.

So this is my 1st replay since being a kid and it holds up so damn well just like RE1 and RE2 do but this one is so me, it's faster paced - you don't stay in 1 area for too long - and feels like a great final entry in the Raccoon City trilogy as Jill makes her last escape - and it feels just like it.

I LOVE the streets of RC - they look perfect in the sense of a zombie outbreak, and are designed and loop well - the Uptown, Downtown areas are solid but then ofc we get to visit the RPD which is always a treat - but again, not too much time is spent there as ofc it was featured heavily in RE2. Then the CLOCK TOWER, just a great iconic location and fits right in there will the franchise as well as the hospital and factory areas - which again is a HUGE miss for the remake.

This game is a LOT shorter in length than RE2, but funnily enough, it's maybe a bit longer than RE3 Remake but it works because we get a great variety of locations, enemy types and weaponry and it all just fits so well man. The score is also a banger too.

Now ofc there is the NEMESIS who is easily my favourite monster in the franchise - he genuinely feels like he is stalking you throughout the entiriety of the game, and the game doesn't go on for too long without his presence - and whenever he shows up it is always intense. The way he runs at you, shoots rockets - it's just so damn good - and is one of the BIGGEST reasons why the remake missed the mark as most of his parts were heavily scripted. I absolutely LOVE the live choice selection because it instantly encourages replayability and changes certain scenarios around - its great because we only get to play Jill's story and its a smart way for them to encourage repeat playthroughs.

I love the introduction of the gunpowder system which allows crafting of ammunition (it is VERY VERY generous with how much ammo you get as well as herbs and ink ribbons on HARD mode - I had so much excess by the end lmao). It's just such a damn brilliant sequel to RE2 and a brilliant ending to the trilogy. 

This is STILL in my top-tier for RE games, my favourite of the OG classic tank control style, and FAR superior to its remake. Masterpiece.",2995,1,1,0,0,0,2026-04-13,2026-04-13,401,52,341,341
"This was my first classic resident evil game that I played and it definitely hooked me. This was also my first time playing a game with tank controls and yes, it was kind of annoying at the start, but I got used to it pretty quickly. This game is a master class in both level design and setting. Even though I like re3 remake looking at all, though content in the original it’s kind of sad how much they cut from remake but overall, this was a great game and makes me wanna play the original resident evil",505,1,1,0,0,0,2026-04-13,2026-04-13,0,3,1406,1381
"Do yourself a favor and go through the trouble of installing Classic Rebirth & Seamless HD mods, it will enhance your experience dramatically. Unlike RE1&RE2, this port is quite rough out of the box. Unless, you're planning on running it in the original 240p resolution, the vertex snapping on the models makes all the characters wobble and jitter to the point of being a major distraction.",390,1,1,0,0,0,2026-04-13,2026-04-13,0,16,265,74
GG,2,1,1,0,2,0,2026-04-13,2026-04-13,125,15,2156,181
Better than the Demake,22,1,1,0,3,1,2026-04-13,2026-04-13,60,13,3351,157
Can understand the hatred for the remake,40,1,1,0,6,0,2026-04-13,2026-04-13,771,32,473,473
im chris,8,1,1,0,0,0,2026-04-13,2026-04-13,182,120,463,463
alr I would've if this port wasn't so dookie butt,49,0,1,0,1,0,2026-04-13,2026-04-13,247,188,68,68
great game still.,17,1,1,0,1,0,2026-04-13,2026-04-13,122,10,614,614
"Probably the greatest survival horror game of all time. It pretty much perfected the classic RE formula. Plus, the Steam version works with the seamless HD mod.",160,1,1,0,1,0,2026-04-12,2026-04-12,0,1,584,457
"Still the best of the OG three, Capcom please remove DRM",56,1,1,0,0,0,2026-04-12,2026-04-12,264,92,209,209
"Nerds crying that the remake is bad, and when capcom releases the OG trilogy, nerds still cry. If RE9 Slopquiem makes your dingle berries quiver over nostolgia bait and Grace Slopcrofts feet, you are part of the reason why gaming has become a corporate hellhole",261,1,1,0,0,4,2026-04-12,2026-04-12,319,172,464,318
sound game,10,1,1,0,0,0,2026-04-12,2026-04-12,115,7,182,109
"Bad port, but mods fix it",25,1,1,0,0,0,2026-04-12,2026-04-12,0,359,386,386
Solid game worth playing alongside the Remake.,46,1,1,0,0,0,2026-04-12,2026-04-12,633,70,198,198
Constantly freezes for about 10 seconds then goes to a black screen. Tried on two different PC's. Controller won't work if its not listed first in Windows. Does not support Steam cloud. Refunded.,195,0,1,0,2,0,2026-04-12,2026-04-12,489,9,60,60
"After playing the OG, it is indisputable that this game is infinitely better than the remake.",93,1,1,0,46,2,2026-04-12,2026-04-12,350,19,598,598
to figure out these 30 years old controls and have fun with them again is too much torture 2026,95,0,1,0,2,0,2026-04-12,2026-04-12,0,15,19,19
"Pirated it online originally, played it through, became one of my top 5 games of all time for me. Bought it on steam with the other 2 original resident evil's, was gonna buy it on gog anyways but steam just suits me better personally. They gotta do a re-re-master, capcom fumbled so bad, yet this game is just so peak. I never really do additional playthroughs of story type games but this is an exception.",406,1,1,0,0,0,2026-04-12,2026-04-12,0,4,738,367
"Words cannot describe the excitement when this game came to Steam. In the past, I played this game repeatedly which was downloaded pirated. I didn't expect this game to be able to operate so well now. I will finish this game without mods first.",244,1,1,0,0,0,2026-04-12,2026-04-12,0,14,664,32
the better Resident Evil 3,26,1,1,0,2,0,2026-04-12,2026-04-12,154,55,405,199
9/10.,5,1,1,0,0,0,2026-04-12,2026-04-12,431,4,454,436
"I don't think I've ever played a more stressful RE game, but this one is great. I'd gladly recommend it to anyone.",114,1,1,0,0,0,2026-04-12,2026-04-12,0,7,324,294
mod it for a better experience,30,1,1,0,1,0,2026-04-11,2026-04-11,73,22,1855,575
STAAARSSSSS,11,1,1,0,2,0,2026-04-11,2026-04-11,0,33,422,175
"two words CLOCK TOWER is back but....

Carlos part is buggy and when you pick up an item it will make your hand gun disappear thus making that item slot buggy and it will make any item you pick disappear/not work thus making the game unplayable... tried to uninstall/reinstall and started a new save file. nothing seems to work. so idk what to do. FIX THE BUGS AND ILL CHNAGE MY OPINION ON THIS GAME. Until then it was only 5 bucks and a classic, better than RE3make.",467,0,1,0,0,0,2026-04-11,2026-04-12,0,3,327,327
The good old days,17,1,1,0,0,0,2026-04-11,2026-04-11,0,1,1051,1051
"The positives reviews are nostalgia. If you didn't play this in your childhood and want to give it a try today, you will be disappointed unless you enjoy terrible games. Was this groundbreaking in 1999, oh I'll bet. Little droplets of water fall off sewer lamps, your gun expends shells when shooting, there are some moments of ""wow I bet that blew the minds of people 27 years ago."" But this is 2026, and game development has, as much as some people refuse to admit it, gotten better.

Mechanics are poorly explained, the controls feel like they were designed for an old arcade machine, voice acting is 90s voice acting, and I encountered a softlock a few minutes in that prevented me from progressing. I saved Brad Vickers in the bar and then he disappeared. I looked it up and I guess there was supposed to be a conversation, but at that point I decided that was probably enough.

If you played it before or want to relive those memories, go for it, I'm sure I would play Ocarina of Time if it came out on Steam. But if you're curious about a relic of a game and are expecting something of modern quality like Crow Country, give it a shot, you'll know within the first few minutes if you'll want to refund it or not.",1219,0,1,0,0,3,2026-04-11,2026-04-11,0,60,30,30
good,4,1,1,0,0,0,2026-04-11,2026-04-11,0,62,333,333
Classic also better than re3 demake.,36,1,1,0,1,0,2026-04-11,2026-04-11,529,51,414,355
"Great Resident Evil game however this version for steam has issues the Gog version does not have, Randomly losing controller input and crashing and you don't get any steam achievements. At this current state i can not recommend you play this until they fix this.",262,0,1,0,2,0,2026-04-11,2026-04-11,0,5,121,121
REMAKE RE3 AGAIN,16,1,1,1,7,1,2026-04-11,2026-04-11,110,53,22,22
so a little update VERY GOOD SO FAR and so much missed out content (RPD JILL) buy it,84,1,1,0,0,0,2026-04-11,2026-04-14,0,6,82,82
absolute masterpiece. everyone talks about how much better it is than the remake but you don't realise how big of a difference there is until you play it,153,1,1,0,0,0,2026-04-11,2026-04-11,0,16,460,460
"very ♥♥♥♥ nemesis bossbattle literally impossible (edit got through the boss fight at the clock tower very hard at ""hard"" difficulty easy if you have health items I didn't :D ) so now very good game!",199,1,1,0,0,0,2026-04-11,2026-04-11,97,21,549,519
"What is Resident Evil 3 Nemesis? To the blind, it's the light. To the hungry, it's bread. To the sick, it's the cure. To the lonely, its company. To the sad, it's joy. To the prisoner, its freedom. For the poor, it's treasure. For me, it's everything.",251,1,1,0,0,0,2026-04-11,2026-04-11,156,13,1375,1262
10/10,5,1,1,0,0,0,2026-04-11,2026-04-11,0,2,516,516
"Controller doesn't work (Official Xbox one controller)
Steam overlay doesn't work
and no achievements.",104,0,1,0,0,0,2026-04-11,2026-04-11,0,10,192,16
"I'm a newer fan of the franchise, I got into it mainly with the re2 remake. When I played the re3 remake I heard lots of criticism about how it was worse than the original, and while I agreed I didn't see for myself how badly the remake did the original. In just 30 minutes of going around the downtown area I can see how much they cut and shaved off the original for the remake. It's scarier, the characters are more interesting (well, all 3 that i've met so far. Dario is an actual character instead of a 5 second reference and brad is actually in character with his 1st games appearance) and honestly it's just way more fun. I highly recommend the game to anyone who can get used to the controls and wants more from racoon city that the remakes didn't deliver on.",766,1,1,0,0,0,2026-04-11,2026-04-11,0,8,130,35
classic is still the best,25,1,1,0,0,0,2026-04-11,2026-04-11,178,14,183,183
One of the best game i have ever played,39,1,1,0,1,0,2026-04-11,2026-04-11,0,31,801,623
"The best and only version of RE3.

A shame they never remade RE3 even after the perfect RE1 Remake.",99,1,1,0,4,3,2026-04-11,2026-04-11,257,30,299,298
"Re3make did NOT do this game justice, lmao.

Just as good as OG RE2, though I rank RE2 a little bit higher than RE3 only because the auto-aiming feature gets a little annoying after a while, but to make up for it, now Jill has the ability to dodge/avoid enemies and zombie grapples to avoid damage, despite the timing window being verry tight to pull off (aim+action+0.2sec enemy attack startup animation=dodge). The introduction of gunpowder-crafting is pretty nice too, by the endgame I had more than 200+ Enhanced pistol ammo on Hard mode alone and it kept me topped up on other options to craft ammo for the shotgun, grenade launcher, and more. Nemesis is a fun pain in the ass too, but nailing him due to his poor ability to ai path around corners is the funniest thing to pull off lmao, but rest assured, its very tough to pull it off right and you will get swiftly punished by him with or without the corner exploits, he is a fun bastard to fight against.

2 down, and 1 more to go: RE1 the truest OG.",1008,1,1,0,0,0,2026-04-11,2026-04-11,245,41,863,863
I can't use my Xbox controller at all under any circumstances.,62,0,1,0,0,0,2026-04-11,2026-04-11,0,2,19,19
"So I played this again firs the first time since I was a kid, I also played re1 and re2 again. Both of those are fantastic games that really makes you see why this series took off. RE3 on the other hand makes you wonder what people who said the remake ruined it are smoking.

Nemesis himself sucks, it's never worth fighting him since enhanced ammo is better than his drops, not that you'd want to because he's pick you up throw you and then pick you up before you can even get up. It's a blessing when he loses his grab because he can't stunlock you.

Also the enemies are faster and have way worse hitboxes. Like an enemy can be close enough to grab you but not close enough to one hit them with the shot gun like in 1 and 2. Not to mention the environments are just there, no idea why people cared so much about removing the clocktower in remake since it's like four rooms.",876,0,1,0,0,2,2026-04-11,2026-04-11,0,24,574,163
"6 out of 10. Play only if you're the series' enjoyer. I'm surprised to find out how moderate in puzzle difficulty this game actually is, though some of them are quite counterintuitive.
If you're hoping to experience the best game in the franchise... Are you sure that this game would be the one?",296,1,1,0,0,0,2026-04-11,2026-04-11,0,2,1462,712
"The first RE I have ever played back in my childhood. Nemesis still scares me. Jill is still my favorite RE character. A timeless classic, full of action, survival, combat and puzzles. I also love the soundtrack. So glad to see my favorite Survival Horror game ever on steam.",275,1,1,0,0,0,2026-04-11,2026-04-11,0,212,253,253
Très bon jeu.,13,1,1,0,0,0,2026-04-10,2026-04-10,168,39,455,455
Holy peak,9,1,1,0,0,1,2026-04-10,2026-04-10,52,7,683,683
STARS....,9,1,1,0,3,2,2026-04-10,2026-04-10,5247,1313,216,132
black screen,12,0,1,0,4,0,2026-04-10,2026-04-10,1071,174,19,19
"As someone who has only played the remakes, having the original trilogy available on Steam enticed me to try out the original Resident Evil 3. I'm glad I did, not only did I beat the game but I thoroughly enjoyed my time with it.

Exploring the remains of Racoon city and Jill fighting for survival provided a memorable experience. I never got tired of hearing ""Resident Evil"" when I booted up the game. 9/10",410,1,1,0,14,0,2026-04-10,2026-04-10,0,13,484,484
,0,1,1,0,0,0,2026-04-10,2026-04-10,0,15,462,462
"This is nostalgia for me. This is angst, this is what the late 90's were.

Better than REmake 3, avoid that slop.

This is. what I consider, a speed runner game with variations in events and how you play them. It's meant to be replayed on 
""hard"" mode. Otherwise the game's piss short and easy mode will take you through it fast. The story's b-movie schlock, as the series delivered us through RE5.

Port's just mediocre. Go to GoG for a better version. Tacking on ""always on"" DRM for an otherwise offline playable game is what I consider corrupt.

F1 to change keybindings. Doesn't really work on my machine, have to just figure it out in the configuration file or use someone else's template. Luckily, the top controller template (at this time)  works perfectly well.",769,1,1,0,0,0,2026-04-10,2026-04-20,0,257,161,83
"Absolutely, like with Resident Evil 2 (1998), this too
is one of my fave PS1 games, especially in the RE series.
However, the game & Mercenaries mode are separated
into 2 modes via launcher...but at least you don't have to unlock
that mode. However, you still need to play through Mercs mode
to unlock the weapons & infinite ammo for the main game,
so I hope you still remember how to play this classic.

However, on the plus side, all costumes are available whenever
you start a new game; either on Easy or Hard, it doesn't really matter.
also, since the classic RE trilogy were originally ported to PC by GOG.com
& you're worried about your save progress not being compatible, you're in luck:

Capcom ported GOG.com's version to Steam, and yes, your GOG save files do work.
which means you can pick up from where you left off, even on Steam...but I'm guessing
some of you already figured that out by now.

In any case, snag this port of RE3: Nemesis, and explore Raccoon City as Jill Valentine,
the way it was meant to be played. Have Fun!",1059,1,1,0,1,0,2026-04-10,2026-04-10,0,34,531,531
better than the remake,22,1,1,0,0,0,2026-04-10,2026-04-10,255,9,507,507
